"","FIPS","County","Median_HH_Income","Population","Year"
"47278","40111","Okmulgee County, Oklahoma",36922,53123,2023
"47279","40113","Osage County, Oklahoma",45963,60482,2023
"47280","40115","Ottawa County, Oklahoma",30360,48656,2023
"47281","40117","Pawnee County, Oklahoma",15689,57551,2023
"47282","40119","Payne County, Oklahoma",82290,48937,2023
"47283","40121","Pittsburg County, Oklahoma",43629,54787,2023
"47284","40123","Pontotoc County, Oklahoma",38158,62564,2023
"47285","40125","Pottawatomie County, Oklahoma",73011,60828,2023
"47286","40127","Pushmataha County, Oklahoma",10787,44634,2023
"47287","40129","Roger Mills County, Oklahoma",3378,62721,2023
"47288","40131","Rogers County, Oklahoma",97235,77688,2023
"47289","40133","Seminole County, Oklahoma",23550,46191,2023
"47290","40135","Sequoyah County, Oklahoma",39676,49795,2023
"47291","40137","Stephens County, Oklahoma",43314,60236,2023
"47292","40139","Texas County, Oklahoma",20880,59275,2023
"47293","40141","Tillman County, Oklahoma",6967,47445,2023
"47294","40143","Tulsa County, Oklahoma",673708,67317,2023
"47295","40145","Wagoner County, Oklahoma",84339,78520,2023
"47296","40147","Washington County, Oklahoma",52895,61205,2023
"47297","40149","Washita County, Oklahoma",10857,61980,2023
"47298","40151","Woods County, Oklahoma",8619,50512,2023
"47299","40153","Woodward County, Oklahoma",20260,65060,2023
"47300","41001","Baker County, Oregon",16796,57844,2023
"47301","41003","Benton County, Oregon",96359,76011,2023
"47302","41005","Clackamas County, Oregon",422308,100360,2023
"47303","41007","Clatsop County, Oregon",41343,68705,2023
"47304","41009","Columbia County, Oregon",53178,86359,2023
"47305","41011","Coos County, Oregon",64832,60313,2023
"47306","41013","Crook County, Oregon",25651,81675,2023
"47307","41015","Curry County, Oregon",23463,64769,2023
"47308","41017","Deschutes County, Oregon",203026,87640,2023
"47309","41019","Douglas County, Oregon",111807,58983,2023
"47310","41021","Gilliam County, Oregon",2002,64219,2023
"47311","41023","Grant County, Oregon",7238,59800,2023
"47312","41025","Harney County, Oregon",7515,48338,2023
"47313","41027","Hood River County, Oregon",23958,82095,2023
"47314","41029","Jackson County, Oregon",222563,71443,2023
"47315","41031","Jefferson County, Oregon",24973,73051,2023
"47316","41033","Josephine County, Oregon",88069,59097,2023
"47317","41035","Klamath County, Oregon",69812,59353,2023
"47318","41037","Lake County, Oregon",8254,61222,2023
"47319","41039","Lane County, Oregon",382628,69311,2023
"47320","41041","Lincoln County, Oregon",50632,61314,2023
"47321","41043","Linn County, Oregon",129794,73396,2023
"47322","41045","Malheur County, Oregon",31701,49902,2023
"47323","41047","Marion County, Oregon",346532,74624,2023
"47324","41049","Morrow County, Oregon",12249,70217,2023
"47325","41051","Multnomah County, Oregon",803863,86247,2023
"47326","41053","Polk County, Oregon",88553,81318,2023
"47327","41055","Sherman County, Oregon",1908,59500,2023
"47328","41057","Tillamook County, Oregon",27471,66551,2023
"47329","41059","Umatilla County, Oregon",80087,68958,2023
"47330","41061","Union County, Oregon",26192,64212,2023
"47331","41063","Wallowa County, Oregon",7532,65559,2023
"47332","41065","Wasco County, Oregon",26603,63602,2023
"47333","41067","Washington County, Oregon",600266,104434,2023
"47334","41069","Wheeler County, Oregon",1434,51250,2023
"47335","41071","Yamhill County, Oregon",108122,87084,2023
"47336","42001","Adams County, Pennsylvania",105183,81071,2023
"47337","42003","Allegheny County, Pennsylvania",1240476,76393,2023
"47338","42005","Armstrong County, Pennsylvania",65069,64295,2023
"47339","42007","Beaver County, Pennsylvania",166993,70156,2023
"47340","42009","Bedford County, Pennsylvania",47503,60302,2023
"47341","42011","Berks County, Pennsylvania",429989,77684,2023
"47342","42013","Blair County, Pennsylvania",121854,60594,2023
"47343","42015","Bradford County, Pennsylvania",59971,62482,2023
"47344","42017","Bucks County, Pennsylvania",645993,111951,2023
"47345","42019","Butler County, Pennsylvania",195870,86775,2023
"47346","42021","Cambria County, Pennsylvania",132355,56292,2023
"47347","42023","Cameron County, Pennsylvania",4475,47681,2023
"47348","42025","Carbon County, Pennsylvania",65191,67877,2023
"47349","42027","Centre County, Pennsylvania",158041,72748,2023
"47350","42029","Chester County, Pennsylvania",540896,123041,2023
"47351","42031","Clarion County, Pennsylvania",37297,60668,2023
"47352","42033","Clearfield County, Pennsylvania",78902,60181,2023
"47353","42035","Clinton County, Pennsylvania",37707,58842,2023
"47354","42037","Columbia County, Pennsylvania",65055,61992,2023
"47355","42039","Crawford County, Pennsylvania",83189,60254,2023
"47356","42041","Cumberland County, Pennsylvania",264422,85634,2023
"47357","42043","Dauphin County, Pennsylvania",287484,74159,2023
"47358","42045","Delaware County, Pennsylvania",576195,88576,2023
"47359","42047","Elk County, Pennsylvania",30703,64103,2023
"47360","42049","Erie County, Pennsylvania",269544,61476,2023
"47361","42051","Fayette County, Pennsylvania",126967,56093,2023
"47362","42053","Forest County, Pennsylvania",6785,50061,2023
"47363","42055","Franklin County, Pennsylvania",156626,74946,2023
"47364","42057","Fulton County, Pennsylvania",14545,64798,2023
"47365","42059","Greene County, Pennsylvania",35265,66870,2023
"47366","42061","Huntingdon County, Pennsylvania",43844,65429,2023
"47367","42063","Indiana County, Pennsylvania",83213,58739,2023
"47368","42065","Jefferson County, Pennsylvania",44099,56898,2023
"47369","42067","Juniata County, Pennsylvania",23419,63923,2023
"47370","42069","Lackawanna County, Pennsylvania",215834,64691,2023
"47371","42071","Lancaster County, Pennsylvania",555151,83703,2023
"47372","42073","Lawrence County, Pennsylvania",85423,60779,2023
"47373","42075","Lebanon County, Pennsylvania",143592,76350,2023
"47374","42077","Lehigh County, Pennsylvania",375408,77493,2023
"47375","42079","Luzerne County, Pennsylvania",325978,62321,2023
"47376","42081","Lycoming County, Pennsylvania",113570,64412,2023
"47377","42083","McKean County, Pennsylvania",40149,61705,2023
"47378","42085","Mercer County, Pennsylvania",109852,60614,2023
"47379","42087","Mifflin County, Pennsylvania",46074,61415,2023
"47380","42089","Monroe County, Pennsylvania",167784,82374,2023
"47381","42091","Montgomery County, Pennsylvania",861225,111521,2023
"47382","42093","Montour County, Pennsylvania",18079,72926,2023
"47383","42095","Northampton County, Pennsylvania",315927,86687,2023
"47384","42097","Northumberland County, Pennsylvania",90925,57948,2023
"47385","42099","Perry County, Pennsylvania",45988,78824,2023
"47386","42101","Philadelphia County, Pennsylvania",1582432,60698,2023
"47387","42103","Pike County, Pennsylvania",59691,79318,2023
"47388","42105","Potter County, Pennsylvania",16276,59840,2023
"47389","42107","Schuylkill County, Pennsylvania",143259,66901,2023
"47390","42109","Snyder County, Pennsylvania",39711,68435,2023
"47391","42111","Somerset County, Pennsylvania",73255,59378,2023
"47392","42113","Sullivan County, Pennsylvania",5849,64758,2023
"47393","42115","Susquehanna County, Pennsylvania",38349,66930,2023
"47394","42117","Tioga County, Pennsylvania",41078,62932,2023
"47395","42119","Union County, Pennsylvania",42570,72894,2023
"47396","42121","Venango County, Pennsylvania",50096,61626,2023
"47397","42123","Warren County, Pennsylvania",38174,59013,2023
"47398","42125","Washington County, Pennsylvania",209778,77487,2023
"47399","42127","Wayne County, Pennsylvania",51189,62182,2023
"47400","42129","Westmoreland County, Pennsylvania",353345,72468,2023
"47401","42131","Wyoming County, Pennsylvania",26075,70268,2023
"47402","42133","York County, Pennsylvania",459312,82238,2023
"47403","44001","Bristol County, Rhode Island",50568,110926,2023
"47404","44003","Kent County, Rhode Island",170658,91278,2023
"47405","44005","Newport County, Rhode Island",85095,100859,2023
"47406","44007","Providence County, Rhode Island",658977,78204,2023
"47407","44009","Washington County, Rhode Island",130073,102478,2023
"47408","45001","Abbeville County, South Carolina",24352,52112,2023
"47409","45003","Aiken County, South Carolina",171949,67940,2023
"47410","45005","Allendale County, South Carolina",7738,31603,2023
"47411","45007","Anderson County, South Carolina",207218,64683,2023
"47412","45009","Bamberg County, South Carolina",13164,43206,2023
"47413","45011","Barnwell County, South Carolina",20565,41800,2023
"47414","45013","Beaufort County, South Carolina",192123,84819,2023
"47415","45015","Berkeley County, South Carolina",238723,82327,2023
"47416","45017","Calhoun County, South Carolina",14150,56690,2023
"47417","45019","Charleston County, South Carolina",414711,84320,2023
"47418","45021","Cherokee County, South Carolina",56299,49047,2023
"47419","45023","Chester County, South Carolina",32177,51216,2023
"47420","45025","Chesterfield County, South Carolina",43575,47620,2023
"47421","45027","Clarendon County, South Carolina",31037,48887,2023
"47422","45029","Colleton County, South Carolina",38623,48779,2023
"47423","45031","Darlington County, South Carolina",62754,47419,2023
"47424","45033","Dillon County, South Carolina",28031,44038,2023
"47425","45035","Dorchester County, South Carolina",164322,76896,2023
"47426","45037","Edgefield County, South Carolina",26508,67092,2023
"47427","45039","Fairfield County, South Carolina",20741,46972,2023
"47428","45041","Florence County, South Carolina",136921,56650,2023
"47429","45043","Georgetown County, South Carolina",64200,66734,2023
"47430","45045","Greenville County, South Carolina",537575,74624,2023
"47431","45047","Greenwood County, South Carolina",69329,50635,2023
"47432","45049","Hampton County, South Carolina",18555,43059,2023
"47433","45051","Horry County, South Carolina",368937,64623,2023
"47434","45053","Jasper County, South Carolina",30658,63503,2023
"47435","45055","Kershaw County, South Carolina",66924,64343,2023
"47436","45057","Lancaster County, South Carolina",100905,74751,2023
"47437","45059","Laurens County, South Carolina",67904,55517,2023
"47438","45061","Lee County, South Carolina",16330,44145,2023
"47439","45063","Lexington County, South Carolina",300370,75014,2023
"47440","45065","McCormick County, South Carolina",9701,55344,2023
"47441","45067","Marion County, South Carolina",28900,34501,2023
"47442","45069","Marlboro County, South Carolina",26285,36293,2023
"47443","45071","Newberry County, South Carolina",38121,59670,2023
"47444","45073","Oconee County, South Carolina",79566,60193,2023
"47445","45075","Orangeburg County, South Carolina",83531,43214,2023
"47446","45077","Pickens County, South Carolina",132604,59411,2023
"47447","45079","Richland County, South Carolina",418725,61699,2023
"47448","45081","Saluda County, South Carolina",18958,52957,2023
"47449","45083","Spartanburg County, South Carolina",338096,64195,2023
"47450","45085","Sumter County, South Carolina",104853,55990,2023
"47451","45087","Union County, South Carolina",26990,41200,2023
"47452","45089","Williamsburg County, South Carolina",30517,43471,2023
"47453","45091","York County, South Carolina",288559,83060,2023
"47454","46003","Aurora County, South Dakota",2573,74130,2023
"47455","46005","Beadle County, South Dakota",19279,63082,2023
"47456","46007","Bennett County, South Dakota",3354,44569,2023
"47457","46009","Bon Homme County, South Dakota",7024,61275,2023
"47458","46011","Brookings County, South Dakota",34968,67341,2023
"47459","46013","Brown County, South Dakota",38079,70239,2023
"47460","46015","Brule County, South Dakota",5261,74043,2023
"47461","46017","Buffalo County, South Dakota",1757,47000,2023
"47462","46019","Butte County, South Dakota",10538,67692,2023
"47463","46021","Campbell County, South Dakota",1481,65000,2023
"47464","46023","Charles Mix County, South Dakota",9281,64850,2023
"47465","46025","Clark County, South Dakota",3876,62885,2023
"47466","46027","Clay County, South Dakota",15133,58794,2023
"47467","46029","Codington County, South Dakota",28556,65080,2023
"47468","46031","Corson County, South Dakota",3859,43750,2023
"47469","46033","Custer County, South Dakota",8686,81958,2023
"47470","46035","Davison County, South Dakota",19936,61401,2023
"47471","46037","Day County, South Dakota",5460,62270,2023
"47472","46039","Deuel County, South Dakota",4318,79556,2023
"47473","46041","Dewey County, South Dakota",5230,57928,2023
"47474","46043","Douglas County, South Dakota",2823,78125,2023
"47475","46045","Edmunds County, South Dakota",4033,77266,2023
"47476","46047","Fall River County, South Dakota",7179,61056,2023
"47477","46049","Faulk County, South Dakota",2137,58000,2023
"47478","46051","Grant County, South Dakota",7544,73818,2023
"47479","46053","Gregory County, South Dakota",3993,52432,2023
"47480","46055","Haakon County, South Dakota",1708,59231,2023
"47481","46057","Hamlin County, South Dakota",6288,83194,2023
"47482","46059","Hand County, South Dakota",3045,72054,2023
"47483","46061","Hanson County, South Dakota",3473,86375,2023
"47484","46063","Harding County, South Dakota",1092,74766,2023
"47485","46065","Hughes County, South Dakota",17732,78981,2023
"47486","46067","Hutchinson County, South Dakota",7393,74459,2023
"47487","46069","Hyde County, South Dakota",1305,74279,2023
"47488","46071","Jackson County, South Dakota",2826,26686,2023
"47489","46073","Jerauld County, South Dakota",1845,75417,2023
"47490","46075","Jones County, South Dakota",1030,64688,2023
"47491","46077","Kingsbury County, South Dakota",5210,70221,2023
"47492","46079","Lake County, South Dakota",11052,73792,2023
"47493","46081","Lawrence County, South Dakota",26574,66766,2023
"47494","46083","Lincoln County, South Dakota",68286,96552,2023
"47495","46085","Lyman County, South Dakota",3717,61169,2023
"47496","46087","McCook County, South Dakota",5732,80847,2023
"47497","46089","McPherson County, South Dakota",2278,62024,2023
"47498","46091","Marshall County, South Dakota",4355,72500,2023
"47499","46093","Meade County, South Dakota",30297,74161,2023
"47500","46095","Mellette County, South Dakota",2043,51364,2023
"47501","46097","Miner County, South Dakota",2299,72589,2023
"47502","46099","Minnehaha County, South Dakota",200689,76074,2023
"47503","46101","Moody County, South Dakota",6371,77500,2023
"47504","46102","Oglala Lakota County, South Dakota",13587,34769,2023
"47505","46103","Pennington County, South Dakota",112081,70768,2023
"47506","46105","Perkins County, South Dakota",3058,65455,2023
"47507","46107","Potter County, South Dakota",2430,71726,2023
"47508","46109","Roberts County, South Dakota",10219,63691,2023
"47509","46111","Sanborn County, South Dakota",2370,69870,2023
"47510","46115","Spink County, South Dakota",6283,73011,2023
"47511","46117","Stanley County, South Dakota",3012,77000,2023
"47512","46119","Sully County, South Dakota",1481,70250,2023
"47513","46121","Todd County, South Dakota",9293,39148,2023
"47514","46123","Tripp County, South Dakota",5607,58854,2023
"47515","46125","Turner County, South Dakota",8772,75283,2023
"47516","46127","Union County, South Dakota",16916,84137,2023
"47517","46129","Walworth County, South Dakota",5298,62722,2023
"47518","46135","Yankton County, South Dakota",23379,73855,2023
"47519","46137","Ziebach County, South Dakota",2410,47333,2023
"47520","47001","Anderson County, Tennessee",78175,63171,2023
"47521","47003","Bedford County, Tennessee",51291,62197,2023
"47522","47005","Benton County, Tennessee",15948,50435,2023
"47523","47007","Bledsoe County, Tennessee",14905,49655,2023
"47524","47009","Blount County, Tennessee",137747,74607,2023
"47525","47011","Bradley County, Tennessee",109743,63789,2023
"47526","47013","Campbell County, Tennessee",39568,50260,2023
"47527","47015","Cannon County, Tennessee",14661,58092,2023
"47528","47017","Carroll County, Tennessee",28461,50391,2023
"47529","47019","Carter County, Tennessee",56462,48435,2023
"47530","47021","Cheatham County, Tennessee",41500,82015,2023
"47531","47023","Chester County, Tennessee",17452,60543,2023
"47532","47025","Claiborne County, Tennessee",32221,46587,2023
"47533","47027","Clay County, Tennessee",7621,44712,2023
"47534","47029","Cocke County, Tennessee",36503,48416,2023
"47535","47031","Coffee County, Tennessee",58940,60656,2023
"47536","47033","Crockett County, Tennessee",13937,59049,2023
"47537","47035","Cumberland County, Tennessee",62529,58475,2023
"47538","47037","Davidson County, Tennessee",709846,75664,2023
"47539","47039","Decatur County, Tennessee",11499,46190,2023
"47540","47041","DeKalb County, Tennessee",20551,48484,2023
"47541","47043","Dickson County, Tennessee",55197,73223,2023
"47542","47045","Dyer County, Tennessee",36681,54973,2023
"47543","47047","Fayette County, Tennessee",42653,84764,2023
"47544","47049","Fentress County, Tennessee",18948,50865,2023
"47545","47051","Franklin County, Tennessee",43478,61553,2023
"47546","47053","Gibson County, Tennessee",50610,59009,2023
"47547","47055","Giles County, Tennessee",30442,61476,2023
"47548","47057","Grainger County, Tennessee",23929,51351,2023
"47549","47059","Greene County, Tennessee",70919,54071,2023
"47550","47061","Grundy County, Tennessee",13665,45573,2023
"47551","47063","Hamblen County, Tennessee",64930,52794,2023
"47552","47065","Hamilton County, Tennessee",370913,72568,2023
"47553","47067","Hancock County, Tennessee",6790,31995,2023
"47554","47069","Hardeman County, Tennessee",25477,46173,2023
"47555","47071","Hardin County, Tennessee",26939,49149,2023
"47556","47073","Hawkins County, Tennessee",57446,55278,2023
"47557","47075","Haywood County, Tennessee",17672,43513,2023
"47558","47077","Henderson County, Tennessee",27906,53471,2023
"47559","47079","Henry County, Tennessee",32345,48540,2023
"47560","47081","Hickman County, Tennessee",25229,57223,2023
"47561","47083","Houston County, Tennessee",8293,54475,2023
"47562","47085","Humphreys County, Tennessee",19074,59333,2023
"47563","47087","Jackson County, Tennessee",11882,41475,2023
"47564","47089","Jefferson County, Tennessee",55835,63084,2023
"47565","47091","Johnson County, Tennessee",18073,52152,2023
"47566","47093","Knox County, Tennessee",487401,71662,2023
"47567","47095","Lake County, Tennessee",6691,30500,2023
"47568","47097","Lauderdale County, Tennessee",24933,49205,2023
"47569","47099","Lawrence County, Tennessee",44901,53233,2023
"47570","47101","Lewis County, Tennessee",12784,49477,2023
"47571","47103","Lincoln County, Tennessee",35617,63115,2023
"47572","47105","Loudon County, Tennessee",56996,80296,2023
"47573","47107","McMinn County, Tennessee",54135,59674,2023
"47574","47109","McNairy County, Tennessee",25933,50714,2023
"47575","47111","Macon County, Tennessee",25793,56269,2023
"47576","47113","Madison County, Tennessee",98845,58189,2023
"47577","47115","Marion County, Tennessee",29010,58103,2023
"47578","47117","Marshall County, Tennessee",35276,70829,2023
"47579","47119","Maury County, Tennessee",104855,74162,2023
"47580","47121","Meigs County, Tennessee",13076,58395,2023
"47581","47123","Monroe County, Tennessee",47054,56648,2023
"47582","47125","Montgomery County, Tennessee",227957,72365,2023
"47583","47127","Moore County, Tennessee",6611,66687,2023
"47584","47129","Morgan County, Tennessee",21193,57408,2023
"47585","47131","Obion County, Tennessee",30570,53102,2023
"47586","47133","Overton County, Tennessee",22807,46159,2023
"47587","47135","Perry County, Tennessee",8561,50489,2023
"47588","47137","Pickett County, Tennessee",5062,44591,2023
"47589","47139","Polk County, Tennessee",17702,60227,2023
"47590","47141","Putnam County, Tennessee",81366,56537,2023
"47591","47143","Rhea County, Tennessee",33299,58133,2023
"47592","47145","Roane County, Tennessee",54403,66218,2023
"47593","47147","Robertson County, Tennessee",74291,78439,2023
"47594","47149","Rutherford County, Tennessee",351591,82588,2023
"47595","47151","Scott County, Tennessee",21969,42679,2023
"47596","47153","Sequatchie County, Tennessee",16409,52260,2023
"47597","47155","Sevier County, Tennessee",98802,63829,2023
"47598","47157","Shelby County, Tennessee",922195,62337,2023
"47599","47159","Smith County, Tennessee",20196,62799,2023
"47600","47161","Stewart County, Tennessee",13859,62052,2023
"47601","47163","Sullivan County, Tennessee",159693,56802,2023
"47602","47165","Sumner County, Tennessee",200553,86005,2023
"47603","47167","Tipton County, Tennessee",61339,71736,2023
"47604","47169","Trousdale County, Tennessee",11805,63190,2023
"47605","47171","Unicoi County, Tennessee",17779,50381,2023
"47606","47173","Union County, Tennessee",20141,61858,2023
"47607","47175","Van Buren County, Tennessee",6293,60281,2023
"47608","47177","Warren County, Tennessee",41587,54088,2023
"47609","47179","Washington County, Tennessee",134693,61051,2023
"47610","47181","Wayne County, Tennessee",16251,52824,2023
"47611","47183","Weakley County, Tennessee",32959,49502,2023
"47612","47185","White County, Tennessee",27764,52206,2023
"47613","47187","Williamson County, Tennessee",254609,131202,2023
"47614","47189","Wilson County, Tennessee",153587,94048,2023
"47615","48001","Anderson County, Texas",57825,58846,2023
"47616","48003","Andrews County, Texas",18518,76902,2023
"47617","48005","Angelina County, Texas",86791,58847,2023
"47618","48007","Aransas County, Texas",24449,61754,2023
"47619","48009","Archer County, Texas",8734,71958,2023
"47620","48011","Armstrong County, Texas",1883,68462,2023
"47621","48013","Atascosa County, Texas",50058,69413,2023
"47622","48015","Austin County, Texas",30712,75994,2023
"47623","48017","Bailey County, Texas",7044,70625,2023
"47624","48019","Bandera County, Texas",21589,69703,2023
"47625","48021","Bastrop County, Texas",102370,82730,2023
"47626","48023","Baylor County, Texas",3464,42313,2023
"47627","48025","Bee County, Texas",31000,56075,2023
"47628","48027","Bell County, Texas",379811,66051,2023
"47629","48029","Bexar County, Texas",2037344,70571,2023
"47630","48031","Blanco County, Texas",12008,87564,2023
"47631","48033","Borden County, Texas",723,64250,2023
"47632","48035","Bosque County, Texas",18546,69339,2023
"47633","48037","Bowie County, Texas",92321,59295,2023
"47634","48039","Brazoria County, Texas",381650,95155,2023
"47635","48041","Brazos County, Texas",237980,58388,2023
"47636","48043","Brewster County, Texas",9464,52612,2023
"47637","48045","Briscoe County, Texas",1223,41188,2023
"47638","48047","Brooks County, Texas",6987,31310,2023
"47639","48049","Brown County, Texas",38294,55305,2023
"47640","48051","Burleson County, Texas",18327,72888,2023
"47641","48053","Burnet County, Texas",51064,77158,2023
"47642","48055","Caldwell County, Texas",47184,68503,2023
"47643","48057","Calhoun County, Texas",19921,71870,2023
"47644","48059","Callahan County, Texas",14017,68455,2023
"47645","48061","Cameron County, Texas",423192,51334,2023
"47646","48063","Camp County, Texas",12652,55061,2023
"47647","48065","Carson County, Texas",5802,84583,2023
"47648","48067","Cass County, Texas",28582,54328,2023
"47649","48069","Castro County, Texas",7328,63485,2023
"47650","48071","Chambers County, Texas",49178,108114,2023
"47651","48073","Cherokee County, Texas",51143,59830,2023
"47652","48075","Childress County, Texas",6772,60333,2023
"47653","48077","Clay County, Texas",10402,77355,2023
"47654","48079","Cochran County, Texas",2520,42137,2023
"47655","48081","Coke County, Texas",3315,46431,2023
"47656","48083","Coleman County, Texas",7765,52364,2023
"47657","48085","Collin County, Texas",1116601,117588,2023
"47658","48087","Collingsworth County, Texas",2733,60165,2023
"47659","48089","Colorado County, Texas",20736,68554,2023
"47660","48091","Comal County, Texas",174552,99015,2023
"47661","48093","Comanche County, Texas",13786,59946,2023
"47662","48095","Concho County, Texas",3301,59632,2023
"47663","48097","Cooke County, Texas",42473,72472,2023
"47664","48099","Coryell County, Texas",83772,68904,2023
"47665","48101","Cottle County, Texas",1302,58819,2023
"47666","48103","Crane County, Texas",4623,59915,2023
"47667","48105","Crockett County, Texas",2881,81739,2023
"47668","48107","Crosby County, Texas",5072,52197,2023
"47669","48109","Culberson County, Texas",2181,42672,2023
"47670","48111","Dallam County, Texas",7180,72332,2023
"47671","48113","Dallas County, Texas",2603816,74149,2023
"47672","48115","Dawson County, Texas",12311,55789,2023
"47673","48117","Deaf Smith County, Texas",18487,54114,2023
"47674","48119","Delta County, Texas",5345,62855,2023
"47675","48121","Denton County, Texas",945644,108185,2023
"47676","48123","DeWitt County, Texas",19853,64014,2023
"47677","48125","Dickens County, Texas",1641,50417,2023
"47678","48127","Dimmit County, Texas",8507,33409,2023
"47679","48129","Donley County, Texas",3276,56648,2023
"47680","48131","Duval County, Texas",9824,50081,2023
"47681","48133","Eastland County, Texas",17846,51741,2023
"47682","48135","Ector County, Texas",163206,71031,2023
"47683","48137","Edwards County, Texas",1392,38500,2023
"47684","48139","Ellis County, Texas",203927,95898,2023
"47685","48141","El Paso County, Texas",866275,58859,2023
"47686","48143","Erath County, Texas",43244,65351,2023
"47687","48145","Falls County, Texas",17063,55372,2023
"47688","48147","Fannin County, Texas",36525,68377,2023
"47689","48149","Fayette County, Texas",24783,76541,2023
"47690","48151","Fisher County, Texas",3661,64700,2023
"47691","48153","Floyd County, Texas",5294,55461,2023
"47692","48155","Foard County, Texas",1079,42212,2023
"47693","48157","Fort Bend County, Texas",859721,113409,2023
"47694","48159","Franklin County, Texas",10522,66800,2023
"47695","48161","Freestone County, Texas",19813,58460,2023
"47696","48163","Frio County, Texas",18019,60098,2023
"47697","48165","Gaines County, Texas",21904,76605,2023
"47698","48167","Galveston County, Texas",354721,85348,2023
"47699","48169","Garza County, Texas",5435,50545,2023
"47700","48171","Gillespie County, Texas",27202,67799,2023
"47701","48173","Glasscock County, Texas",1070,106806,2023
"47702","48175","Goliad County, Texas",7096,59556,2023
"47703","48177","Gonzales County, Texas",19764,59355,2023
"47704","48179","Gray County, Texas",21131,56082,2023
"47705","48181","Grayson County, Texas",139988,70455,2023
"47706","48183","Gregg County, Texas",124860,64809,2023
"47707","48185","Grimes County, Texas",30385,67080,2023
"47708","48187","Guadalupe County, Texas",178368,93776,2023
"47709","48189","Hale County, Texas",32247,52788,2023
"47710","48191","Hall County, Texas",2827,46728,2023
"47711","48193","Hamilton County, Texas",8320,55339,2023
"47712","48195","Hansford County, Texas",5182,68299,2023
"47713","48197","Hardeman County, Texas",3529,61179,2023
"47714","48199","Hardin County, Texas",57126,72532,2023
"47715","48201","Harris County, Texas",4758579,73104,2023
"47716","48203","Harrison County, Texas",69584,66040,2023
"47717","48205","Hartley County, Texas",5307,82122,2023
"47718","48207","Haskell County, Texas",5390,54044,2023
"47719","48209","Hays County, Texas",256429,85827,2023
"47720","48211","Hemphill County, Texas",3311,72052,2023
"47721","48213","Henderson County, Texas",83658,63955,2023
"47722","48215","Hidalgo County, Texas",880921,52281,2023
"47723","48217","Hill County, Texas",36664,63147,2023
"47724","48219","Hockley County, Texas",21455,54810,2023
"47725","48221","Hood County, Texas",64198,86802,2023
"47726","48223","Hopkins County, Texas",37351,64725,2023
"47727","48225","Houston County, Texas",22042,54563,2023
"47728","48227","Howard County, Texas",33127,71457,2023
"47729","48229","Hudspeth County, Texas",3331,39336,2023
"47730","48231","Hunt County, Texas",104917,70112,2023
"47731","48233","Hutchinson County, Texas",20413,65470,2023
"47732","48235","Irion County, Texas",1432,58125,2023
"47733","48237","Jack County, Texas",8623,65693,2023
"47734","48239","Jackson County, Texas",15081,61752,2023
"47735","48241","Jasper County, Texas",32807,49919,2023
"47736","48243","Jeff Davis County, Texas",1740,32625,2023
"47737","48245","Jefferson County, Texas",253939,59934,2023
"47738","48247","Jim Hogg County, Texas",4797,42230,2023
"47739","48249","Jim Wells County, Texas",38863,47492,2023
"47740","48251","Johnson County, Texas",188820,81826,2023
"47741","48253","Jones County, Texas",19968,63472,2023
"47742","48255","Karnes County, Texas",14819,59103,2023
"47743","48257","Kaufman County, Texas",160718,88606,2023
"47744","48259","Kendall County, Texas",46971,110498,2023
"47745","48261","Kenedy County, Texas",52,NA,2023
"47746","48263","Kent County, Texas",727,71420,2023
"47747","48265","Kerr County, Texas",53166,67927,2023
"47748","48267","Kimble County, Texas",4355,65703,2023
"47749","48269","King County, Texas",189,70192,2023
"47750","48271","Kinney County, Texas",3140,66341,2023
"47751","48273","Kleberg County, Texas",30629,57612,2023
"47752","48275","Knox County, Texas",3322,56304,2023
"47753","48277","Lamar County, Texas",50421,61122,2023
"47754","48279","Lamb County, Texas",12919,56997,2023
"47755","48281","Lampasas County, Texas",22267,76919,2023
"47756","48283","La Salle County, Texas",6946,55469,2023
"47757","48285","Lavaca County, Texas",20479,61768,2023
"47758","48287","Lee County, Texas",17758,66000,2023
"47759","48289","Leon County, Texas",16067,59975,2023
"47760","48291","Liberty County, Texas",97993,64773,2023
"47761","48293","Limestone County, Texas",22185,58109,2023
"47762","48295","Lipscomb County, Texas",2964,71442,2023
"47763","48297","Live Oak County, Texas",11444,53869,2023
"47764","48299","Llano County, Texas",22011,65636,2023
"47765","48301","Loving County, Texas",54,51087,2023
"47766","48303","Lubbock County, Texas",314633,63367,2023
"47767","48305","Lynn County, Texas",5667,57411,2023
"47768","48307","McCulloch County, Texas",7565,51919,2023
"47769","48309","McLennan County, Texas",263608,63888,2023
"47770","48311","McMullen County, Texas",623,45833,2023
"47771","48313","Madison County, Texas",13574,67128,2023
"47772","48315","Marion County, Texas",9631,47447,2023
"47773","48317","Martin County, Texas",5230,77083,2023
"47774","48319","Mason County, Texas",3951,68750,2023
"47775","48321","Matagorda County, Texas",36274,55174,2023
"47776","48323","Maverick County, Texas",57770,51270,2023
"47777","48325","Medina County, Texas",52419,73462,2023
"47778","48327","Menard County, Texas",1964,48191,2023
"47779","48329","Midland County, Texas",171496,93984,2023
"47780","48331","Milam County, Texas",25268,59076,2023
"47781","48333","Mills County, Texas",4499,64494,2023
"47782","48335","Mitchell County, Texas",8989,56033,2023
"47783","48337","Montague County, Texas",20599,62818,2023
