resp_id,agency,year,name,id_rssd,assets
0000013778,1,2012,"EXTRACO BANKS, NA",537560,1194000
0000013790,1,2012,"ALERUS FINANCIAL, N.A.",933256,1154398
0000013879,1,2012,NATIONAL EXCHANGE BANK & TRUST,722544,1273731
0000014124,1,2012,FIRST NATIONAL BANK,659257,3517003
0000014206,1,2012,AMARILLO NATIONAL BANK,353555,3157134
0000014290,1,2012,LORAIN NATIONAL BANK,39420,1167862
0000014369,1,2012,"STILLMAN BANCCORP, N.A.",407645,415949
0000014399,1,2012,NATIONAL REPUBLIC BANK OF CHIC,215130,1297146
0000014447,1,2012,BROADWAY NATIONAL BANK,474254,2465755
0000014512,1,2012,FIRST NATIONAL BANK OF ILLINOI,1017032,376200
0000014579,1,2012,FIRSTMERIT BANK,67311,14420570
0000014583,1,2012,BMO HARRIS BANK N.A.,75633,97264044
0000014695,1,2012,CITY NATIONAL BANK,63069,23303645
0000014740,1,2012,FIRST NATIONAL BANK OF AMERICA,413141,569541
0000014761,1,2012,KEYBANK NATIONAL ASSOCIATION,280110,86198836
0000014807,1,2012,CITY NATIONAL BANK OF WV,1011526,2753165
0000014838,1,2012,SEACOAST NATIONAL BANK,34537,2135751
0000015108,1,2012,LOS ALAMOS NATIONAL BANK,205654,1515912
0000015292,1,2012,INWOOD NATIONAL BANK,913753,1425373
0000015359,1,2012,HILLTOP NATIONAL BANK,1454,572190
0000015435,1,2012,AMERICAN NATIONAL BANK,660655,1928109
0000015576,1,2012,STEARNS BANK N A,141556,1174734
0000015738,1,2012,TRI CITY NATIONAL BANK,242444,1214504
0000015790,1,2012,VALLEY NATIONAL BANK,229801,14186679
0000015820,1,2012,"AMERICAN BANK, NA",807955,1053569
0000015836,1,2012,METROPOLITAN NATIONAL BANK,874649,1048403
0000015977,1,2012,CITY NATIONAL BANK OF FLORIDA,814430,3973767
0000015980,1,2012,"TOWN NORTH BANK, N.A.",384652,714214
0000016401,1,2012,SABADELL UNITED BANK NA,53033,3523509
0000016407,1,2012,FAR EAST NATIONAL BANK,676160,1397571
0000016804,1,2012,MERCANTIL COMMERCEBANK,83638,6635895
0000016892,1,2012,WOODFOREST NATIONAL BANK,412751,3488863
0000017043,1,2012,AMERICAN NATIONAL BANK OF TX,599764,2334659
0000017479,1,2012,AMEGY BANK OF TEXAS,676656,12197624
0000017611,1,2012,LONE STAR NATIONAL BANK,842460,2174674
0000018432,1,2012,ASIA BANK N.A.,810900,437403
0000018480,1,2012,INTER NATIONAL BANK,894553,2062900
0000018484,1,2012,"MIDSOUTH BANK, N.A.",223331,1396117
0000018606,1,2012,SUN NATIONAL BANK,925710,3180276
0000018763,1,2012,HOME STATE BANK N.A.,696430,594114
0000020948,1,2012,SAFRA NATIONAL BANK,918918,5147254
0000021017,1,2012,METROBANK NA,189352,1103089
0000021099,1,2012,WELLS FARGO FIN'L NAT'L BANK,1225761,4193815
0000021179,1,2012,"ANCHOR BANK, N.A.",900454,1290635
0000021383,1,2012,NATIONAL BANK OF ARIZONA,1004368,4485602
0000021541,1,2012,"UNION BANK, N.A",212465,88967536
0000021610,1,2012,FIRST NATIONAL BANK,466642,750443
0000021699,1,2012,COMMUNITY WEST BANK,1412712,633063
0000022311,1,2012,CENTERSTATE BANK OF FLORIDA NA,1929247,2082588
0000022381,1,2012,FIA CARD SERVICES,1830035,167004786
0000022611,1,2012,TD BANK USA,2121196,13520609
0000022652,1,2012,NATIONAL BANK OF INDIANAPOLIS,2132941,1454686
0000022764,1,2012,FIRST NAT'L BANK OF S DAKOTA,379359,419743
0000022859,1,2012,"WILMINGTON TRUST, NA",2265456,1108203
0000023160,1,2012,"CHASE BANK USA, NA",489913,121748570
0000023204,1,2012,BREMER BANK NA (FARGO),2516327,1562058
0000023216,1,2012,BARRINGTON BANK & TRUST CO.NA,2508751,1283070
0000023234,1,2012,"ENCORE BANK, NA",2558970,1514363
0000023248,1,2012,TEXAS CAPITAL BANK,2618780,8133050
0000023253,1,2012,TCF NATIONAL BANK,266271,19007020
0000023285,1,2012,BREMER BANK NA (ALEXANDRIA),268556,624443
0000023286,1,2012,BREMER BANK NA (BRAINERD),275750,340844
0000023289,1,2012,BREMER BANK NA (INTL FALLS),952453,116497
0000023290,1,2012,BREMER BANK NA (TWIN CITIES),800657,2725454
0000023295,1,2012,BREMER BANK NA (GRAND FORKS),995450,898474
0000023298,1,2012,BREMER BANK NA (WILLMAR),224655,590415
0000023300,1,2012,BREMER BANK NA (MENOMONIE),503453,667441
0000023446,1,2012,US BANK NORTH DAKOTA,2582023,5997931
0000023570,1,2012,FIRST BANK RICHMOND,419675,521408
0000023574,1,2012,CRYSTAL LAKE BANK & TRUST,2624400,731046
0000023664,1,2012,"CONNECTICUT COMMUNITY BANK, NA",2756909,402890
0000023695,1,2012,ASSOCIATED BANK NA,917742,21715012
0000023712,1,2012,INTERVEST NATIONAL BANK,2764258,1957202
0000023743,1,2012,"METLIFE BANK, N.A.",2777650,25513620
0000023849,1,2012,VECTRA BANK COLORADO NA,933957,2356862
0000023880,1,2012,ACCESS NATIONAL BANK,2859903,808645
0000023905,1,2012,UMB BANK COLORADO,593753,1566195
0000023920,1,2012,"UMB BANK, NA",936855,11205930
0000023922,1,2012,CBC NATIONAL BANK,2855914,477611
0000024096,1,2012,TD BANK N.A.,497404,188912554
0000024129,1,2012,BRIDGE BANK,3025406,1157037
0000024150,1,2012,SCHAUMBURG BANK AND TRUST NA,2970657,590829
0000024268,1,2012,GRAND BANK N.A.,3093964,341507
0000024320,1,2012,"MERIDIAN BANK, N.A.",978369,971866
0000024425,1,2012,"FSGBANK, N.A.",2920737,1110855
0000024466,1,2012,BEVERLY BANK AND TRUST,3216017,382569
0000024469,1,2012,"WEBSTER BANK, N.A.",761806,18674334
0000024522,1,2012,"HSBC BANK USA, NA",413208,206009683
0000024571,1,2012,"RBS CITIZENS, N.A.",3303298,106940591
0000024583,1,2012,"RABOBANK, N.A.",877369,11745000
0000024616,1,2012,"UMB BANK ARIZONA, N.A.",3375080,176742
0000024646,1,2012,OLD PLANK TRAIL COMMUNITY BANK,3404207,320019
0000024660,1,2012,"ICON BANK OF TEXAS, NA",3559938,372304
0000024739,1,2012,FIRST NATL BANK OF GULF COAST,3591282,396328
0000024790,1,2012,HUDSON VALLEY BANK,436711,2794162
0000024828,1,2012,"CAPITAL ONE BANK USA, N.A.",2253891,71108281
0000024891,1,2012,"FULTON BANK, N.A.",474919,9041660
0000024908,1,2012,"MORGAN STANLEY BANK, N.A.",1456501,67047000
0000024914,1,2012,"RAYMOND JAMES BANK, N.A.",2193616,8794515
0000024947,1,2012,"FLORIDA COMMUNITY BANK, N.A.",4041421,3352093
0000024968,1,2012,"FIRST NIAGARA BANK, N.A.",517900,32750610
0000024976,1,2012,CAPITAL BANK NA,4160667,6464192
0000024981,1,2012,"MORGAN STANLEY PRIVATE BANK, N",2489805,12019539
0000024994,1,2012,"NBH BANK, NATIONAL ASSOCIATION",4210227,6236548
0000025022,1,2012,"SOVEREIGN BANK, N.A.",722777,78146882
0000025024,1,2012,"VIEWPOINT BANK, N.A.",878898,3179743
0000080028,1,2012,BANK OF CHINA,908508,23753913
0000700257,1,2012,GATE CITY BANK,657271,1403013
0000700670,1,2012,CAPITOL FEDERAL SAVINGS,968070,9167422
0000700880,1,2012,WASHINGTON FEDERAL,656377,13653019
0000700887,1,2012,HOME FEDERAL BANK,843177,1224205
0000700921,1,2012,YAKIMA FEDERAL SAVINGS & LOAN,809771,1754441
0000700940,1,2012,GCF BANK,850773,338860
0000701437,1,2012,OCEANFIRST BANK,85472,2304069
0000702130,1,2012,"NORTH SHORE BANK, FSB",376273,1769349
0000702319,1,2012,KEARNY FEDERAL SAVINGS BANK,633378,2851017
0000702402,1,2012,BANKFINANCIAL F.S.B,454676,1562346
0000702454,1,2012,COLUMBIA BANK,174572,4478231
0000702818,1,2012,HOME FEDERAL SAVINGS BANK,796572,790137
0000703536,1,2012,FIRST FEDERAL OF LAKEWOOD,318974,1361669
0000703767,1,2012,UNITED COMMUNITY BANK,88772,468927
0000703773,1,2012,FIRST FEDERAL,90579,341646
0000703879,1,2012,HOME FEDERAL BANK OF TENNESSEE,105473,2047692
0000703927,1,2012,NORTH AMERICAN SAVINGS BANK,211271,1184743
0000704115,1,2012,ASTORIA FEDERAL SAVINGS & LOAN,482772,16975063
0000704192,1,2012,FIRST FEDERAL BANK OF THE MIDW,981275,2053207
0000704474,1,2012,ANCHORBANK FSB,727473,3067409
0000704544,1,2012,THIRD FEDERAL SAVINGS AND LOAN,915878,11018418
0000704612,1,2012,ROMA BANK,649070,1735517
0000705106,1,2012,PULASKI BANK,11275,1331681
0000705138,1,2012,MASPETH FEDERAL SAVINGS AND LO,29878,1762764
0000705190,1,2012,PROVIDENT BANK,125471,3075596
0000705551,1,2012,BANK ATLANTIC,347572,3647680
0000705801,1,2012,UNIVERSAL BANK,208570,458897
0000705848,1,2012,E TRADE BK,370271,45806360
0000705991,1,2012,TERRITORIAL SAVINGS BANK,564977,1537639
0000706051,1,2012,"PROVIDENT SAVINGS BANK, F.S.B.",631570,1298566
0000706069,1,2012,AURORA BANK FSB,759072,4140785
0000706081,1,2012,FIDELITY BANK,762474,1562678
0000706164,1,2012,EL DORADO SAVINGS BANK,961576,1706715
0000706503,1,2012,CITIZENS SAVIINGS BANK,828473,329678
0000706809,1,2012,"COLONIAL SAVINGS, F. A.",339072,921138
0000707635,1,2012,TRUSTCO BANK,677176,4250075
0000707938,1,2012,WSFS BANK,437914,4281149
0000707960,1,2012,LUTHER BURBANK SAVINGS,497570,3832620
0000707975,1,2012,USAA FEDERAL SAVINGS BANK,619877,52181685
0000708007,1,2012,GIBRALTAR PRIVATE BANK & TRUST,623771,1629692
0000708028,1,2012,"STERLING BANK & TRUST, FSB",979375,762180
0000708039,1,2012,"LIBERTY SAVINGS BANK,FSB",839572,683045
0000708043,1,2012,"DOLLAR BANK, FSB",961624,6350770
0000708070,1,2012,ACACIA FEDERAL SAVINGS BANK,202578,994311
0000708146,1,2012,MUTUAL OF OMAHA BANK,786274,5553220
0000708287,1,2012,"SOUTHWEST SECURITIES, FSB",42671,1327922
0000708384,1,2012,AMERICAN SAVINGS BANK,54973,4910064
0000708412,1,2012,FLAGSTAR BANK,146672,13623469
0000708527,1,2012,"NCB, FSB",99376,1591647
0000708854,1,2012,SOUTHBANK FSB,895475,242177
0000711990,1,2012,FLUSHING BANK,959304,4288984
0000713558,1,2012,HOMETRUST BANK,212577,1578541
0000714191,1,2012,MIDFIRST BANK,595270,9790194
0000714225,1,2012,PRINCIPAL BANK,2654911,2410151
0000714640,1,2012,STATE FARM BANK,2590037,14736579
0000714752,1,2012,FIRST PLACE BANK,876371,2716563
0000714939,1,2012,AIG FEDERAL SAVINGS BANK,2909330,1061809
0000714970,1,2012,NATIONWIDE BANK,2729677,4479945
0000715044,1,2012,GE CAPITAL RETAIL BANK,1216022,25100977
0000715115,1,2012,EVERBANK,2735146,13039950
0000715648,1,2012,"AMERICAN EXPRESS, FSB",2966306,35401794
0000715685,1,2012,"JOHN DEERE FINANCIAL, F.S.B.",2992547,1863815
0000716456,1,2012,BOFI FEDERAL BANK,2917317,2225317
0000717079,1,2012,BANK MUTUAL,806378,2497000
0000717936,1,2012,"GUARANTY BANK, FSB",640170,1163507
0000717967,1,2012,UNITED BANK,150576,1617862
0000717968,1,2012,WESTFIELD BANK,892205,1259278
0000717969,1,2012,HUDSON CITY SAVINGS BANK,564605,45373567
0000717983,1,2012,NAUGATUCK VALLEY SAVINGS & LOA,151872,573513
0000717995,1,2012,OMNIAMERICAN BANK,975984,1335997
0000717996,1,2012,CONTINENTAL BANK,3381876,531807
0000718000,1,2012,E*TRADE SAVINGS BANK,3441677,1677184
0000718001,1,2012,H&R BLOCK BANK,3352399,1565747
0000718027,1,2012,PEOPLES UNITED BANK,613307,27319304
0000718037,1,2012,THINK MUTUAL BANK,936583,1458515
0000718050,1,2012,SCOTTRADE BANK,3688052,13354909
0000718058,1,2012,FIELDPOINT PRIVATE BANK & TRUS,3664588,567308
0000718063,1,2012,NORTHFIELD BANK,28013,2366988
0000718077,1,2012,CHARLES SCHWAB BANK,3150447,66063531
0000718095,1,2012,BB&T FNCL FSB,2689463,2746868
0000718129,1,2012,"ONEWEST BANK, FSB",3918898,26181267
0000718132,1,2012,BANKUNITED,3938186,11197863
0000009807,2,2012,AMBOY BANK,9807,2301019
0000010858,2,2012,PLATTE VALLEY STATE B&T CO,10858,403650
0000035301,2,2012,STATE STREET BANK AND TRUST,35301,212292942
0000056557,2,2012,COBIZ BANK,56557,2372399
0000058243,2,2012,JOHNSON BANK,58243,4144525
0000060143,2,2012,COMERICA BANK,60143,60970527
0000074140,2,2012,ISABELLA BANK,74140,1284407
0000140018,2,2012,LAFAYETTE AMBASSADOR BANK,140018,1453255
0000169653,2,2012,FIRST BANK,169653,6579840
0000184142,2,2012,LAPEER COUNTY BANK & TRUST CO,184142,300369
0000186717,2,2012,FIRST NORTHERN BANK & TRUST,186717,697332
0000197478,2,2012,EAST WEST BANK,197478,21962377
0000210434,2,2012,THE NORTHERN TRUST CO,210434,99831232
0000214807,2,2012,DBTCA,214807,51180000
0000222147,2,2012,CITIZENS BANK,222147,9212296
0000223322,2,2012,FIRST BANK AND TRUST COMPANY,223322,1246957
0000229913,2,2012,MIZUHO CORPORATE BANK (USA),229913,3367356
0000233031,2,2012,REGIONS BANK,233031,123368203
0000236706,2,2012,PEAPACK-GLADSTONE BANK,236706,1599693
0000256553,2,2012,DACOTAH BANK,256553,1902620
0000280044,2,2012,BAYLAKE BANK,280044,1087747
0000288853,2,2012,FIRSTBANK,288853,11597148
0000292524,2,2012,FOUR OAKS BANK,292524,914675
0000311845,2,2012,ARVEST BANK,311845,12527568
0000324340,2,2012,CHOICEONE BANK,324340,495696
0000342410,2,2012,ORRSTOWN BANK,342410,1440782
0000354310,2,2012,UNIVEST BANK AND TRUST CO,354310,2175333
0000365325,2,2012,UNITED BANK VA,365325,3634102
0000405959,2,2012,THE F&M BANK & TRUST COMPANY,405959,2013335
0000412135,2,2012,COLE TAYLOR,412135,4664742
0000417626,2,2012,PUTNAM COUNTY BANK,417626,585587
0000423458,2,2012,SOUTHWEST BANK,423458,954252
0000428547,2,2012,ST CHARLES BANK AND TRUST,428547,614296
0000436823,2,2012,CENTRAL VIRGINIA BANK,436823,394525
0000456045,2,2012,CENTENNIAL BANK,456045,3588241
0000457547,2,2012,CENTRUE BANK,457547,964939
0000468806,2,2012,NORTHEAST BANK,468806,587085
0000479839,2,2012,TENNESSEE STATE BANK,479839,720604
0000501105,2,2012,M&T BANK,501105,76887082
0000506922,2,2012,SANDY SPRING BANK,506922,3709368
0000509811,2,2012,"COMMUNITY TRUST BANK, INC.",509811,3573012
0000539032,2,2012,BANK INDEPENDENT,539032,1041073
0000541101,2,2012,THE BANK OF NEW YORK MELLON,541101,256205000
0000542649,2,2012,CHEMICAL BANK,542649,5331931
0000595430,2,2012,STATE BANK OF THE LAKES,595430,764024
0000601050,2,2012,COMMERCE BANK,601050,20493569
0000601416,2,2012,FIVE STAR BANK,601416,2329353
0000614313,2,2012,THE STATE BANK & TRUST COMPANY,614313,624898
0000636771,2,2012,INDEPENDENT BANK,636771,2304743
0000637451,2,2012,PLAINSCAPITAL BANK,637451,5681476
0000653648,2,2012,FIRST AMERICAN BANK,653648,1369830
0000657365,2,2012,HANMI BANK,657365,2739569
0000657459,2,2012,MIDWEST BANKCENTRE,657459,1070032
0000659855,2,2012,FIRST INTERSTATE BANK,659855,7294743
0000666657,2,2012,GUARANTY BANK AND TRUST CO,666657,1687800
0000667757,2,2012,COMMUNITY TRUST BANK,667757,2470701
0000675332,2,2012,"SUNTRUST BANKS, INC",675332,171291705
0000682563,2,2012,FROST BANK,682563,20372139
0000682611,2,2012,SUSQUEHANNA BANK,682611,14849006
0000693224,2,2012,UNION FIRST MARKET BANK,693224,3888611
0000697633,2,2012,COMPASS BANK,697633,63106987
0000697763,2,2012,WESTAMERICA BANK,697763,4998087
0000697978,2,2012,COMMUNITY BANK OF TRI-COUNTY,697978,980353
0000701736,2,2012,THE BRAND BANKING COMPANY,701736,1204327
0000704559,2,2012,METCALF BANK,704559,1124600
0000709143,2,2012,MIDWEST BANK OF WESTERN ILLINO,709143,417673
0000716833,2,2012,MARQUETTE BANK,716833,1703065
0000723112,2,2012,"FIFTH THIRD BANK, OHIO",723112,114540379
0000738303,2,2012,EAST CAMBRIDGE SAVINGS BANK,738303,803587
0000765019,2,2012,THE BRYN MAWR TRUST COMPANY,765019,1755293
0000772008,2,2012,SOUTH SHORE BANK,772008,950388
0000773247,2,2012,MIDLAND STATES BANK,773247,1510045
0000782306,2,2012,BROOKLINE  BANK,782306,2854673
0000786742,2,2012,FIRST CITIZENS BANK,786742,316253
0000790721,2,2012,EVB,790721,1061468
0000795968,2,2012,BANK OF HAWAII - COMPLIANCE,795968,13868520
0000802866,2,2012,SILICON VALLEY BANK,802866,18760899
0000808176,2,2012,IBERIABANK,808176,11676671
0000825146,2,2012,MORTON COMMUNITY BANK,825146,2666999
0000828651,2,2012,ANB BANK,828651,1746734
0000858528,2,2012,THE BANK OF MARION,858528,348943
0000859002,2,2012,EASTHAMPTON SAVINGS BANK,859002,939244
0000871769,2,2012,FARMERS & MERCHANTS BANK,871769,4659345
0000874845,2,2012,LAKE CITY BANK,874845,2885445
0000876634,2,2012,CAPITAL CITY BANK,876634,2617318
0000877574,2,2012,FIRST FEDERAL BANK,877574,3140407
0000884303,2,2012,CHEMUNG CANAL TRUST COMPANY,884303,1213554
0000886204,2,2012,WATERTOWN SAVINGS BANK,886204,1063248
0000913267,2,2012,LEGACY TEXAS BANK,913267,1583961
0000928618,2,2012,AMERISERV FINANCIAL,928618,952077
0000940311,2,2012,BANCO POPULAR DE PUERTO RICO,940311,27941000
0000945053,2,2012,RCB BANK,945053,1997585
0000969424,2,2012,HIGHLANDS UNION BANK,969424,620609
0000976226,2,2012,THE FAUQUIER BANK,976226,612914
0000978118,2,2012,FIRST CITIZENS COMMUNITY BANK,978118,877178
0000991340,2,2012,1ST SOURCE BANK,991340,4361631
0000991621,2,2012,CITIZENS BANK & TRUST CO.,991621,323006
0000997650,2,2012,CITY BANK AND TRUST,997650,152051
0001007846,2,2012,FIRST MIDWEST BANK,1007846,7848012
0001009420,2,2012,STELLARONE BANK,1009420,2911678
0001010930,2,2012,UNITED BANK INC,1010930,3625405
0001161029,2,2012,THE BANK OF HAMPTON ROADS,1161029,1899061
0001187001,2,2012,INTERBANK,1187001,1842680
0001190074,2,2012,VIRGINIA COMMERCE BANK,1190074,2936322
0001445943,2,2012,WHITAKER BANK,1445943,1496537
0001447639,2,2012,WESTSTAR BANK,1447639,986432
0001917301,2,2012,LAKE FOREST BANK & TRUST CO,1917301,2592545
0002044811,2,2012,WHEATON BANK & TRUST COMPANY,2044811,714878
0002119773,2,2012,HINSDALE BANK & TRUST COMPANY,2119773,1517926
0002182786,2,2012,GOLDMAN SACHS BANK USA,2182786,103790000
0002209553,2,2012,HERITAGE BANK OF COMMERCE,2209553,1303246
0002239288,2,2012,NORTH SHORE COMMUNITY BANK,2239288,1737838
0002298995,2,2012,VILLAGE BANK & TRUST,2298995,908211
0002339795,2,2012,LIBERTYVILLE BANK AND TRUST CO,2339795,1138184
0002353595,2,2012,FIRST COMMUNITY BANK,2353595,2144104
0002354985,2,2012,CUSTOMERS BANK,2354985,2077532
0002434113,2,2012,BANK RHODE ISLAND,2434113,1589116
0002505787,2,2012,SUMMIT BANK,2505787,1129693
0002533119,2,2012,NORTHSIDE COMMUNITY BANK,2533119,378380
0002580243,2,2012,AMERICAN BANK,2580243,498784
0002652092,2,2012,EAGLEBANK,2652092,2821130
0002693264,2,2012,TOWN BANK,2693264,791978
0002717012,2,2012,PACIFIC MERCANTILE BANK,2717012,1023563
0002736291,2,2012,BANCO POPULAR NORTH AMERICA,2736291,8605345
0002736451,2,2012,"NEW PEOPLES BANK, INC.",2736451,781211
0002742153,2,2012,FIRST CAPITAL BANK,2742153,541366
0002860440,2,2012,1ST UNITED BANK,2860440,1416005
0002938198,2,2012,NORTHBROOK BANK & TRUST CO,2938198,1886708
0002967349,2,2012,LIBERTY BANK OF ARKANSAS,2967349,2806967
0003374298,2,2012,VIRGINIA HERITAGE BANK,3374298,578087
0000000110,3,2012,BANK OF THE OZARKS,107244,3828011
0000000258,3,2012,STOCK YARDS BANK & TRUST CO.,317342,2045694
0000000324,3,2012,CITIZENS BANK,514132,357201
0000000463,3,2012,PENN SECURITY BANK & TRUST CO.,528616,921046
0000000609,3,2012,TOMPKINS TRUST COMPANY,433608,1565020
0000000622,3,2012,AMALGAMATED BANK,661308,4167712
0000000803,3,2012,WESBANCO BANK INC.,645625,5520183
0000000873,3,2012,SYNOVUS BANK,395238,26863303
0000000903,3,2012,AMALGAMATED BANK OF CHICAGO,397531,880755
0000000953,3,2012,BANKERS TRUST COMPANY,811046,2686761
0000001039,3,2012,THE BANK OF EDWARDSVILLE,219343,1559633
0000001265,3,2012,CASHMERE VALLEY BANK,574976,1176049
0000001281,3,2012,WASHINGTON TRUST BANK,58971,4172393
0000001331,3,2012,FARMERS & MERCHANTS BANK OF CE,808260,1920145
0000001414,3,2012,KLEINBANK,303550,1504419
0000001479,3,2012,FIRST STATE BANK,126254,1646228
0000001536,3,2012,BANK OF STOCKTON,479268,2047766
0000001597,3,2012,FIRSTBANK,960841,415188
0000001711,3,2012,CITIZENS BANK,63733,441812
0000001768,3,2012,MECHANICS BANK,936462,2991658
0000001874,3,2012,BROTHERHOOD BANK & TRUST,246657,516996
0000002345,3,2012,WEST COAST BANK,593865,2424832
0000003036,3,2012,MILE HIGH BANKS,515353,960473
0000003258,3,2012,PATRIOT BANK,78858,1222763
0000003440,3,2012,FIRST NORTHERN BANK OF DIXON,783161,781148
0000003514,3,2012,BANK OF THE WEST,804963,62408304
0000003657,3,2012,FIRST AMERICAN BANK,850036,2704592
0000004048,3,2012,SPIRITBANK,142955,1250584
0000004239,3,2012,FIRST UNITED BANK AND TRUST CO,509950,2060155
0000004533,3,2012,CITIZENS BANK & TRUST COMPANY,381343,866995
0000004789,3,2012,EMPRISE BANK,65858,1461858
0000004857,3,2012,FIRST UNITED BANK & TRUST,61122,1383068
0000005598,3,2012,TROY BANK & TRUST,134437,851987
0000005602,3,2012,UNION STATE BANK,467733,272468
0000005633,3,2012,FIRST SECURITY BANK,673440,4011366
0000005649,3,2012,DISCOVER BANK,30810,67778524
0000005766,3,2012,MAINSOURCE FINANCIAL GROUP,623445,2729051
0000005874,3,2012,CALVIN B. TAYLOR BANKING CO,39327,412584
0000005903,3,2012,BANKPLUS,121642,2177006
0000005950,3,2012,BANK OF GRANITE,470724,753799
0000005956,3,2012,PEOPLES BANK,220527,1064635
0000005969,3,2012,THE F&M STATE BANK,214414,922979
0000006158,3,2012,PEOPLES BANK,455972,1224918
0000006161,3,2012,KITSAP BANK,584377,903902
0000006268,3,2012,MERCHANTS BANK,166803,1615145
0000007404,3,2012,FIRST KEYSTONE COMMUNITY BANK,790918,826022
0000007468,3,2012,FIRST COMMONWEALTH BANK,42420,5779041
0000007506,3,2012,ACNB BANK,5210,988859
0000007614,3,2012,THE JUNIATA VALLEY BANK,215710,441601
0000007714,3,2012,QNB BANK,852713,864808
0000007748,3,2012,VIST BANK,678717,1414606
0000007799,3,2012,CITIZENS & NORTHERN BANK,895710,1312496
0000008405,3,2012,FARMERS & MERCHANTS TRUST,289515,986320
0000008426,3,2012,FIRST SUMMIT BANK,526519,730461
0000008468,3,2012,EXCHANGE BANK,507068,1575425
0000008660,3,2012,COMMERCIAL BANK & TRUST CO.,467658,642242
0000008663,3,2012,FIRSTBANK,436159,2073987
0000008811,3,2012,HEBRON SAVINGS BANK,780722,480110
0000008878,3,2012,STATE BANK AND TRUST COMPANY,736448,921053
0000008997,3,2012,THE PALMETTO BANK,862824,1204489
0000009314,3,2012,PBI BANK,522847,1452553
0000009361,3,2012,MERCHANTS & FARMERS BANK,844343,1561320
0000009538,3,2012,THE LAPORTE SAVINGS BANK,155245,475883
0000009712,3,2012,ROCKLAND TRUST COMPANY,613008,4974447
0000009719,3,2012,OXFORD BANK,448040,264303
0000009846,3,2012,BRANCH BANKING AND TRUST CO,852320,168867640
0000009889,3,2012,MID PENN BANK,786612,715355
0000010359,3,2012,HAPPY STATE BANK,466857,1839997
0000010363,3,2012,CITIZENS & FARMERS BANK,928421,921031
0000010619,3,2012,HAWTHORN BANK,508346,1152160
0000010634,3,2012,PINNACLE BANK,913856,3171239
0000010887,3,2012,FIRST COUNTY BANK,327949,387517
0000011000,3,2012,CENTRAL BANK LAKE OZARKS,1015243,502066
0000011063,3,2012,FIRST-CITIZENS BANK & TRUST CO,491224,20571750
0000011112,3,2012,SOMERSET TRUST COMPANY,212522,715376
0000011113,3,2012,HAMLIN BANK AND TRUST COMPANY,291611,414407
0000011116,3,2012,CLEARFIELD BANK & TRUST,975911,404927
0000011124,3,2012,S&T BANK,936426,4099939
0000011151,3,2012,FIRST STATE BANK CENTRAL TEXAS,751759,1113263
0000011507,3,2012,THE FIDELITY BANK,584920,1422449
0000011569,3,2012,ALLIANCE BANK,176464,545231
0000011578,3,2012,BURKE & HERBERT BANK AND TRUST,933621,2461748
0000011580,3,2012,THE BANK OF SOUTHSIDE VIRGINIA,610128,531316
0000011729,3,2012,CIBM BANK,340742,500153
0000011813,3,2012,BANCORPSOUTH BANK,606046,12990345
0000011868,3,2012,THE FIDELITY DEPOSIT & DISCOUN,1007819,606309
0000011971,3,2012,BAR HARBOR BANK & TRUST,522605,1166770
0000012010,3,2012,THE PROVIDENT BANK,204004,7097514
0000012013,3,2012,UNION COUNTY SAVINGS BANK,373601,1477444
0000012017,3,2012,RSI BANK,148809,494465
0000012054,3,2012,EMIGRANT BANK,137915,7970635
0000012113,3,2012,GERMANTOWN T&SB,830748,327092
0000012181,3,2012,MONROE BANK AND TRUST,364449,1237601
0000012383,3,2012,CARROLLTON BANK,1001648,1013780
0000012406,3,2012,GLENVIEW STATE BANK,750239,1170694
0000012433,3,2012,CARROLLTON BK,854520,365179
0000012437,3,2012,RENASANT BANK,749242,4196437
0000012441,3,2012,HANCOCK BANK,463735,4988392
0000012517,3,2012,FIRST BANK FINANCIAL CENTRE,806846,713681
0000012633,3,2012,CENTRAL BANK,853952,2003982
0000012769,3,2012,FIRST UNITED BANK,578255,1081173
0000012854,3,2012,CENTIER BANK,783648,2123880
0000012936,3,2012,STEUBEN TRUST COMPANY,929802,390694
0000013063,3,2012,KENNEBUNK SAVINGS BANK,247908,821387
0000013177,3,2012,UNITED BANK & TRUST,401148,883856
0000013292,3,2012,BANK OF CASTILE,165806,976079
0000013397,3,2012,BANK OF UTICA,254317,878058
0000013421,3,2012,UNION BANK & TRUST COMPANY,450856,2481611
0000013425,3,2012,SCBT,540926,3893784
0000013876,3,2012,CNB BANK,399517,1579541
0000014134,3,2012,PASSUMPSIC SAVINGS BANK,300009,571091
0000014140,3,2012,NORTHFIELD SAVINGS BANK,520003,685763
0000014333,3,2012,COMMERCIAL BANK & TRUST OF PA,945026,401027
0000014507,3,2012,CNB BANK INC.,944627,275724
0000014650,3,2012,HILLS BANK AND TRUST COMPANY,731247,2018333
0000014679,3,2012,INDUSTRIAL BANK,536527,364007
0000014816,3,2012,MBANK,132554,498255
0000014843,3,2012,MIDWESTONE BANK,836843,1676440
0000014851,3,2012,CITIZENS BANK,778738,608670
0000015019,3,2012,FIRST BANK,216922,3289441
0000015032,3,2012,FIRST STATE BANK,113740,557825
0000015219,3,2012,DUBUQUE BANK & TRUST CO.,642549,1382225
0000015289,3,2012,GREAT WESTERN BANK,131650,8458002
